"PMID","Title","Abstract","Authors","Journal","PubDate","MeSH_Terms"
"39333881","Triglyceride-glucose index as a predictor of cardiac adverse events in acute coronary syndrome patients undergoing percutaneous coronary intervention: role of diabetes.","Triglyceride-glucose index (TyG), a surrogate marker of insulin resistance (IR), could be a potential prognostic marker in patients with acute coronary syndromes (ACS). We evaluated the effect of the TyG index on major adverse cardiac and cerebrovascular events (MACCE) in patients with ACS undergoing percutaneous coronary intervention (PCI). This registry-based cohort study was conducted at Tehran Heart Center from 2015 to 2021 and the median follow-up duration was 378 days. The primary outcome was MACCE and the secondary outcomes were MACCE components: all-cause mortality, myocardial infarction, stroke, target vessel revascularization, target lesion revascularization, and coronary artery bypass grafting. For comparison among TyG quartiles (Q), the log-rank test was used. Unadjusted and adjusted hazard ratios (HRs) and their 95% confidence intervals (CIs) were used to describe the association between TyG quartiles and MACCE. A subgroup of euglycemic patients was also evaluated. A total of 13,542 patients were included. Patients in the fourth TyG quartile (Q4) were younger, had higher mean BMI, and higher prevalence of hypertension, diabetes, and dyslipidemia. The adjusted Cox model showed that a 1-unit increment of the TyG index was associated with a significantly higher risk of MACCE (aHR 1.18, 95% CI 1.08 to 1.30, p < 0.001). Among TyG quartiles, there was a higher MACCE incidence in Q4 compared to Q1 (aHR 1.29, 95% CI 1.08 to 1.53, p = 0.005). In the euglycemic subgroup of the population, there was no significant association between MACCE incidence and a 1-unit increase in TyG or among TyG quartiles. Based on our findings, while higher TyG levels and quartiles were associated with higher rates of MACCE in ACS, there was no such effect in the euglycemic population. If confirmed in future studies, these results can be beneficial for clinicians to risk stratify these patients with an easy-to-use index and determine clinical plans based on their risk.","Amirmohammad Khalaji, Amir Hossein Behnoush, Yeganeh Pasebani, Ali Rafati, Tara Mahmoodi, Alireza Arzhangzadeh, Sima Shamshiri Khamene, Izat MohammadKhawajah, Mehdi Mehrani, Ali Vasheghani-Farahani, Farzad Masoudkabir, Kimia Najafi, Mani K Askari, Anil Harrison, John R Nelson, Kaveh Hosseini, Adrian V Hernandez","BMC cardiovascular disorders","2024Sep27","Humans; Percutaneous Coronary Intervention; Male; Female; Middle Aged; Acute Coronary Syndrome; Blood Glucose; Aged; Risk Assessment; Biomarkers; Triglycerides; Registries; Risk Factors; Iran; Time Factors; Diabetes Mellitus; Treatment Outcome; Predictive Value of Tests; Insulin Resistance"
"39333842","Predictors and clinical outcomes of slow flow phenomenon in diabetic patients with chronic coronary syndrome.","Coronary slow flow (CSF) is characterized by late distal coronary perfusion of coronary arteries at the time of angiography despite the vessels appearing normal. The importance of CSF is still debatable. Therefore, this study aimed to investigate CSF's predictors and clinical outcomes in diabetic patients with chronic coronary syndrome (CCS). This retrospective study included 250 diabetic patients diagnosed with chronic stable angina and referred for coronary angiography (CAG), showing normal coronaries with CSF (Group I) and 240 diabetic patients with normal coronaries and normal flow (Group II). The patients in both groups were followed up for one year to evaluate clinical outcomes. The incidence of major adverse cardiac events (MACE) was higher in Group I than in Group II, but the difference was not statistically significant except when the composite endpoints of STEMI, NSTEMI, and unstable angina were combined under the term ACS. The independent predictors of CSF, as detected by multivariate regression analysis, were body mass index (BMI) (OR = 0.694, 95% CI = 0.295-0.842, P = 0.010), blood glucose during catheterization (OR = 0.647, 95% CI = 0.298-0.874, P = 0.008), serum triglycerides (OR = 0.574, 95% CI = 0.289-0.746, P = 0.010), and the neutrophil/lymphocyte ratio (NLR) (OR = 0.618, 95% CI = 0.479-0.892, P = 0.001). Serum triglyceride levels, BMI, NLR, and high blood glucose levels at the time of catheterization were independent predictors of CSF in diabetic patients. MACE levels were higher in diabetic patients with CSF.","Mohamed A Khalil, Mohamed Khalfallah, Ayman Elsheikh","BMC cardiovascular disorders","2024Sep27","Humans; Male; Female; Middle Aged; Retrospective Studies; Coronary Circulation; Aged; Risk Factors; Coronary Angiography; Time Factors; Risk Assessment; Chronic Disease; Angina, Stable; Diabetes Mellitus; Prognosis; No-Reflow Phenomenon; Blood Glucose; Predictive Value of Tests"
"39333721","Comprehensive analysis of the prognostic value of pre-treatment nutritional indicators in elderly rectal cancer patients.","Nutritional status assessment has been deemed essential in treating elderly cancer patients. This study aims to investigate and compare the prognostic value and clinical utility of pre-treatment nutritional indicators in elderly rectal cancer (RC) patients. We retrospectively collected data from 361 elderly rectal cancer patients. The optimal cut-off values for pre-treatment nutritional indicators were calculated using ROC curve analysis. Univariate and multivariate Cox analyses were conducted to identify independent prognostic nutritional indicators. The predictive performance and clinical utility of these independent nutritional indicators was evaluated using time-dependent ROC. Multivariate analyses showed that body mass index (BMI), prognostic nutritional index (PNI), geriatric nutrition risk index (GNRI), and platelet-albumin ratio (PAR) independently predicted overall survival and progression-free survival in elderly RC patients (all p < 0.05), except for advanced lung cancer inflammation index (ALI). According to the nomogram model, the pre-treatment nutritional prognosis score was calculated and the patients were risk stratified. The KM curve showed that the survival of the high-risk group was significantly worse than that of the low-moderate risk group. Time-dependent ROC indicated that novel nutritional prognostic indicator (NNPI) had the best predictive ability compared with the independent prognostic nutritional indicator. Subgroup analysis also showed that NNPI had prognostic value across different clinical factors and had significant clinical utility. In elderly RC patients, BMI, PNI, GNRI, PAR, and NNPI serve as objective assessment tools for nutrition-related mortality risk. Identifying elderly patients at higher nutritional risk can guide early clinical nutritional interventions and improve patient outcomes.","Jianjian Qiu, Yilin Yu, Zhiping Wang, Liang Hong, Lingdong Shao, Junxin Wu","Scientific reports","2024Sep27","Humans; Aged; Male; Female; Rectal Neoplasms; Prognosis; Nutrition Assessment; Nutritional Status; Aged, 80 and over; Retrospective Studies; Body Mass Index; Geriatric Assessment; ROC Curve"
"39333666","Association of systemic immune-inflammation index with body mass index, waist circumference and prevalence of obesity in US adults.","This study aims to investigate the potential relationships between the systemic immune-inflammation index (SII) and body mass index (BMI), waist circumference, and the prevalence of obesity. A cross-sectional analysis was conducted on 7,645 individuals aged 20 and above from the NHANES 2017-2020. Multivariate linear regression analyses were conducted to evaluate the association of the logarithmically transformed SII (lgSII) with BMI and waist circumference. Additionally, multivariable logistic regression was utilized to explore the relationship between lgSII and the prevalence of obesity. Fitted smoothing curves and threshold-effect analysis were applied to elucidate nonlinear relationships. In the fully adjusted model, a positive relationship was observed between lgSII and BMI, waist circumference, and obesity prevalence (β = 3.13, 95% CI 2.10-4.16; β = 7.81, 95% CI 5.50-10.13; OR = 1.44, 95% CI 1.12-1.86). The variables of gender, age, race, education, marital status, poverty income ratio (PIR), energy intake, sleep disorder, smoking status, and alcohol use did not significantly modify the positive association between lgSII and obesity. However, physical activity appeared to influence the positive correlation between lgSII and obesity. Using a two-segment linear regression model, an inverted U-shaped relationship was observed between lgSII and both BMI and waist circumference. Furthermore, lgSII demonstrated a linear positive correlation with obesity prevalence. When stratified by physical activity, lgSII showed a non-significant negative correlation with obesity in the physically active group. Our findings underscore a robust association between the logarithmically transformed SII and BMI, waist circumference, and the prevalence of obesity.","Shuo Yang, Shan Zhang, Jinrong Deng, Jingjing Xie, Jianyong Zhang, Ertao Jia","Scientific reports","2024Sep27","Humans; Obesity; Waist Circumference; Body Mass Index; Male; Female; Adult; Middle Aged; Prevalence; United States; Cross-Sectional Studies; Inflammation; Nutrition Surveys; Aged; Young Adult; Risk Factors"
"39333538","Correlating COVID-19 severity with biomarker profiles and patient prognosis.","COVID-19's long-lasting and complex impacts have become a global concern, with diverse clinical outcomes. This study evaluated 226 participants to understand the clinical spectrum of COVID-19/Long COVID (LC), exploring how disease severity correlates with sociodemographic factors and biomarkers. Determinants related to COVID-19 severity included age (P < 0.001), lower education (P < 0.001), ethnicity (P = 0.003), overweight (P < 0.001), MTHFR gene rs1801133 (P = 0.035), cardiovascular diseases (P = 0.002), diabetes mellitus (DM) (P = 0.006), Factor VIII (FVIII) (P = 0.046), von Willebrand factor (VWF) (P = 0.002), and dimer D (DD) (P < 0.001). Six months later, in a portion of the monitored participants, a significant reduction in FVIII (P < 0.001), VWF (P = 0.002), and DD (P < 0.001) levels was observed, with only DD returning to normal values. Different systemic sequelae were identified, with higher incidences of joint pain and myalgia in participants with a clinical history of DM, chronic lung disease (CLD) and sustained high interleukin 6 values in the convalescent phase. CLD, COVID-19 severity and high DD levels increased the risk of developing dyspnea and palpitations. Women were more likely to develop lower limb phlebitis long-term, while sustained elevated FVIII in the convalescent phase was associated with an increased risk of swelling. Regular physical activity had a protective effect against swelling. This study highlights factors contributing to COVID-19 severity/LC, emphasizing endothelial cell activation as a potential mechanism.","R C S Danielle, D M Débora, N L P Alessandra, S S Z Alexia, M C R Débora, N V Elizabel, A M Felipe, M G Giulia, P R Henrique, R M B Karen, S B Layane, A B Leandro, C M Livia, S R T Raquel, S C A Lorena, N R A Lyvia, T R Mariana, C C Matheus, D P V Vinícius, M G Yasmin, D L Iúri","Scientific reports","2024Sep27","Humans; COVID-19; Female; Male; Biomarkers; Middle Aged; Severity of Illness Index; Prognosis; von Willebrand Factor; Adult; Aged; SARS-CoV-2; Factor VIII; Fibrin Fibrinogen Degradation Products"
"39333477","Global Leadership Initiative on Malnutrition-defined malnutrition coexisting with visceral adiposity predicted worse long-term all-cause mortality among inpatients with decompensated cirrhosis.","Malnutrition coexisting with abdominal adipose tissue accumulation bring a double burden on prognosis. More recently, the Global Leadership Initiative on Malnutrition (GLIM) has reached a novel consensus concerning the diagnostic criteria, that is, a two-step modality combining nutritional risk screening and subsequent phenotypic/etiologic parameters for comprehensive evaluation in hopes of harmonizing the malnutrition diagnosis. We aimed to elucidate their synergistic impact among inpatients with decompensated cirrhosis concerning long-term mortality. Malnutrition, visceral obesity, and visceral adiposity were defined by the Global Leadership Initiative on Malnutrition (GLIM), visceral fat area (VFA), and visceral to subcutaneous adipose tissue area ratio (VSR) on computed tomography, respectively. Accordingly, the patients were categorized into different groups given their nutritional status and visceral obesity/adiposity. Multivariate Cox regression was performed to identify independent risk factors associated with 1-year all-cause mortality. Kaplan-Meier curves with log-rank tests were compared among distinct groups. Totally, 295 patients were recruited. GLIM, VFA, and VSR identified 131 (44.4%), 158 (53.6%), and 59 (20%) patients with malnutrition, visceral obesity and visceral adiposity, respectively. Malnutrition coexisted with visceral obesity in 55 (MO group) relative to visceral adiposity in 40 patients (MA group). Multivariate Cox analysis showed that MA (hazard ratio: 2.48; 95% confidence interval: 1.06, 5.79; P = 0.036) was independently associated with dire outcome rather than MO. Moreover, patients with cirrhosis in the MA group had the worst survival status when compared with other groups (log-rank test: P < 0.001). The current study indicated that coexisting GLIM-defined malnutrition and VSR-defined visceral adiposity were in relation to worse long-term mortality among inpatients. It is imperative to delicately manage nutritional status and provide personalized treatment in this vulnerable subgroup for achieving better prognosis.","Han Wang, Tianming Zhao, Gaoyue Guo, Wanting Yang, Xuqian Zhang, Fang Yang, Jie Yang, Yangyang Hui, Xiaoyu Wang, Binxin Cui, Xiaofei Fan, Huanli Jiao, Chao Sun","Nutrition & diabetes","2024Sep27","Humans; Male; Malnutrition; Female; Middle Aged; Intra-Abdominal Fat; Liver Cirrhosis; Obesity, Abdominal; Aged; Risk Factors; Nutritional Status; Prognosis; Inpatients; Adiposity; Proportional Hazards Models"
"39333436","Factors Associated to the Presence of Isthmocele Diagnosed by Pelvic Ultrasound, Magnetic Resonance Imaging or Diagnostic Hysteroscopy: A Cross-Sectional Study.","We aimed to analyze the prevalence of isthmocele and factors associated with its onset within a cohort of women with previous history of cesarean section. A cross-sectional study with 90 women assessed from 2020 to 2022. Isthmocele was a composite variable diagnosed by transvaginal ultrasound (TVUS), magnetic resonance imaging (MRI) and/or diagnostic hysteroscopy (DxHys) and were asked about clinical symptoms, sociodemographic and obstetrical history and quality of life by the WHO-QOL questionnaire. Univariate and multivariate analysis (odds ratio (OR) plus 95% confidence intervals-CI) were performed to seek factors associated with the presence of isthmocele (5% significance level).The prevalence of isthmocele after combining MRI, TVUS and DxHys was 63.3% (n = 57). Women with isthmocele presented a higher body mass index (BMI) measured during delivery (32.70 ± 6.07 vs. 28.28 ± 9.86 kg/m2;p < 0.05) than women without isthmocele. Other sociodemographic variables, obstetrical history and WHO-QOL subdomains did not differ between groups. Within women with isthmocele, the residual myometrial mantle had an average of 4.97 ± 1.57 cm. Uterine volume was higher in the isthmocele group (103.95 vs. 81.34 cm3; p = 0.08), but with no statistical difference. Multivariate analysis (logistic regression) has reported that the factors associated with isthmocele were: higher BMI during delivery (aOR = 1.26[1.07-1.49];p < 0.05); longer interpartum interval (aOR = 1.22[1.03-1.46];p = 0.02) and presence of more than two cesarean sections (aOR = 2.16[1.16-4.01];p = 0.02). We concluded that a high prevalence of isthmocele was found. Women with previous cesarean section, with higher BMI during delivery and longer interdelivery interval were risk factors for the presence of isthmocele.","João Paulo Leonardo-Pinto, Luiz Gustavo Oliveira Brito, Renata Teles Piva Belluomini, Cristina Laguna Benetti-Pinto, Daniela Angerame Yela","Reproductive sciences (Thousand Oaks, Calif.)","2024Sep27",NA
"39333407","Prevalence of vertebral fractures and associated factors in thai diabetic postmenopausal women.","T2DM (Type 2 Diabetes Mellitus) patients with vertebral fractures have a higher mortality rate than non-DM (nondiabetic patients). However, the prevalence of vertebral fractures in the Asian diabetic population is not well established. Moreover, despite an apparent increase in fracture risk in patients with diabetes, Asian countries have provided contradictory data demonstrating that bone mineral density (BMD) varies significantly in T2DM patients. The aim of this study was to examine and compare the prevalence of vertebral fractures and osteoporosis, as well as BMD and the FRAX score, between individuals with and without T2DM and assess the association of these factors with vertebral fractures. Postmenopausal Thai women attending diabetic and health check-up clinics were recruited. BMD at the lumbar spine, total hip, and femoral neck was measured via dual-energy X-ray absorptiometry. A morphometric vertebral fracture (VF) was defined by a lateral thoracolumbar (T-L) X-ray radiograph. The Fracture Risk Assessment Tool (FRAX) was used to calculate the 10-year probabilities of hip and major osteoporotic fracture (MOF), which were calculated on the basis of the Thai FRAX model. A total of 435 participants were recruited, including 145 postmenopausal women with T2DM and 290 non-DM individuals. T2DM patients had a significantly greater BMI (p = 0.006) and BMD at the femoral neck (p = 0.024) and total hip (p = 0.017), but there was no significant difference in the FRAX score, including the 10-year probability of hip fracture or MOF, either with or without BMD, between individuals with and without T2DM. The prevalence of osteoporosis in non-DM women was significantly higher at the femoral neck (OR = 0.56, 95% CI: 0.34 to 0.93, p = 0.029) but comparable at the lumbar spine. Individuals with T2DM had a significantly higher rate of vertebral fractures, particularly those involving two or more levels, than those without T2DM. Diabetes was significantly associated with [Formula: see text]2 VF (OR = 3.83, 95% CI: 1.77 to 8.28, p = 0.001), and the association remained unchanged after controlling for other clinical factors (adjusted OR = 3.72, 95% CI 1.70-8.15; p = 0.001). Our study demonstrated a greater prevalence of multiple ([Formula: see text] two levels) VFs in women with T2DM than in non-DM controls.","Parinya Samakkarnthai, Dueanchonnee Sribenjalak, Lalita Wattanachanya, Chatlert Pongchaiyakul","Scientific reports","2024Sep28","Humans; Female; Spinal Fractures; Diabetes Mellitus, Type 2; Middle Aged; Thailand; Prevalence; Bone Density; Aged; Postmenopause; Risk Factors; Osteoporotic Fractures; Absorptiometry, Photon; Lumbar Vertebrae; Femur Neck; Southeast Asian People"
"39333229","Expression of Intelectin-1, also known as Omentin-1, is related to clinical phenotypes such as overweight, obesity, insulin resistance, and changes after bariatric surgery.","Intelectin-1 (ITLN1; also Omentin-1, OMNT1) is secreted by adipose tissue (AT) and plays an important role in glucose metabolism regulation, with links to obesity-associated diseases. ITLN1 activity so far has rarely been investigated using RNA-sequencing and in larger cohorts. We evaluated ITLN1 expression among three clinical cohorts of the Leipzig Obesity BioBank-a cross-sectional cohort comprising of 1480 people, a cohort of people with metabolically healthy or unhealthy obesity (31 insulin-sensitive, 42 insulin-resistant individuals with obesity), and a longitudinal two-step bariatric surgery cohort (n = 65). We hypothesized that AT ITLN1 expression is associated with serum omentin-1, clinical parameters associated with obesity, and with weight loss after bariatric surgery. We also investigated the correlation of AT ITLN1 expression with genes related to inflammatory response, lipid metabolism, obesity, and regulation of energy balance. Likewise, we inspected gene group expression and metabolic pathways associated with ITLN1 expression using gene set enrichment and gene correlation analysis. We show that ITLN1 expression differs in VAT and SAT, and should therefore be analyzed separately. Furthermore, ITLN1 expression increases with VAT tissue mass, but is negatively affected by AT tissue dysfunction among individuals with unhealthy obesity, corroborated by interplay with genes related to tissue inflammation. Gene set enrichment and gene correlation analysis of ITLN1 expression suggest that AT ITLN1 expression is related to local inflammatory processes in AT, but also in processes such as regulation of appetite, energy balance, and maintenance of body weight.","Paul Czechowski, Tobias Hagemann, Adhideb Ghosh, Wenfei Sun, Hua Dong, Falko Noé, Corinna Niersmann, Isabel Reinisch, Christian Wolfrum, Christian Herder, Arne Dietrich, Matthias Blüher, Anne Hoffmann","Scientific reports","2024Sep27","Humans; GPI-Linked Proteins; Insulin Resistance; Bariatric Surgery; Lectins; Obesity; Cytokines; Male; Female; Middle Aged; Adult; Cross-Sectional Studies; Phenotype; Overweight; Weight Loss; Adipose Tissue; Cohort Studies"
"39333152","A comparative study of hormonal contraceptive use and vitamin D levels at Gondar Town 2023.","Vitamin D deficiency is an emerging public health problem globally, with devastating health consequences. Some studies suggest that exogenous sex hormones, found in hormonal contraceptives, may enhance vitamin D levels. However, the reasons for this association are not fully understood, as women using hormonal contraception may have different lifestyle habits affecting their vitamin D status. Therefore, this study seeks to explore the relationship between hormonal contraceptive use and vitamin D levels. A Facility based comparative cross-sectional study was conducted in Gondar town from February to April 2023, involving a total of 162 women using three types of hormonal contraceptives (Norplant, DMPA, and COC) and 162 age and BMI-matched non-users as controls in a 1:1 ratio. Participants were selected using systematic random sampling. A semi-structured questionnaire was used to collected data regarding the socio-demographic, economic, obstetric, lifestyle, and clinical information. 5 milliliters of blood samples were collected from each participant for Laboratory analysis of serum vitamin D, calcium, and alkaline phosphates using a Beckman Coulter chemistry analyzer. Independent t-tests, ANOVA with post hoc Bonferroni test was used to compare statistics between the two groups, and logistic regression models to identify factors associated with Vitamin D deficiency. The mean serum Vitamin D levels of Norplant, DMPA, and COC users were 24.08 (± 5.17), 24.83 (± 5.52), and 31.90 (± 6.94) respectively; whereas control group has mean Vitamin D level of 22.00 (± 7.97). On the current study the prevalence of Vitamin D deficiency (< 20 ng/ml) among hormonal contraceptive users was found to be 21.6% (35/162), whereas 48.14% (78/162) of non-user controls had vitamin D deficiency. The odds of having Vitamin D deficiency was higher among participants who attained higher education, who never eat fish and have never been used vitamin D Supplements. However, the use of combined oral contraceptives (COC) shown to reduce the odd of having vitamin D deficiency by 90%. Similarly, individuals with normal and hypercalcemia state shown to have lower odd of having Vitamin D deficiency. Users of combined oral contraceptives (COC) had significantly higher mean serum Vitamin D levels compared to users of Norplant and DMPA, as well as non-users. The prevalence of Vitamin D deficiency was lower among COC users compared to non-users, highlighting a potential protective effect of COC use against Vitamin D deficiency.","Elias Chane, Bisrat Birke Teketlew, Dereje Mengesha Berta, Abiy Ayele Angelo, Negesse Cherie, Mebratu Tamir, Zufan Yiheyis Abriham, Amare Mekuanint","Scientific reports","2024Sep27","Humans; Female; Vitamin D; Adult; Vitamin D Deficiency; Cross-Sectional Studies; Young Adult; Adolescent; Contraceptive Agents, Hormonal; Contraceptives, Oral, Hormonal"
"39333058","Variability in Positions and Factors Contributing to Surgical Difficulty of Impacted Third Molars."," This study aimed to provide valuable insights into the variability of third molar positions and factors influencing their surgical time and technique.  This cross-sectional study included a total of 48 eligible participants, aged 18 to 45 years, diagnosed with impacted teeth, and who had undergone surgery. Exclusion criteria comprised the absence of the second molar, the presence of systemic diseases, a history of radiation therapy, and pregnancy or lactation. Participants completed a questionnaire covering demographic data, physical metrics, and information on systemic conditions and disorders. Preoperative assessments included vital sign measurements. Panoramic imaging was employed to evaluate the third molar distance to the occlusal plane, degrees of angulation, eruption space, and distance to the alveolar inferior canal. Surgical difficulty in this study was measured by two outcomes: surgical time and technique.  To assess differences in impacted third molar positions among groups, Independent samples t-test and One-way analysis of variance were used for normally distributed data without outliers; otherwise, the Mann-Whitney U test and Kruskal-Wallis H test were utilized. The Spearman's rank correlation was utilized to explore relationships between vital signs, impacted third molar positions, surgical time, and surgical technique.  There were no significant differences in third molar positions between age and body mass index groups. Significant differences in distance to the occlusal plane were observed between third molars in quadrants 2 and 3 (p = 0.002) and quadrants 2 and 4 (p = 0.005). A significant difference in eruption space was found between sexes (p = 0.016). A significant negative correlation was discovered between surgical time and respiration rate per minute (p = 0.028).  This study found that males have greater third molar eruption space than females, and maxillary third molars have a greater distance to the occlusal plane compared with mandibular third molars. The importance of vital signs as contributing factors to surgical difficulty is highlighted, emphasizing their relevance in clinical practice.","Endang Sjamsudin, Anggun Rafisa, Nuroh Najmi","European journal of dentistry","2024Sep27",NA
"39332893","Ankle sprains in male Israeli infantry soldiers during training: prevalence and risk factors.","Given the high incidence and heavy burden of ankle sprains in recruits, large-scale, multifactorial investigations into potential risk factors are warranted. This study aimed to identify the incidence of ankle sprains and associated risk factors among new military recruits during their infantry training. The study included 365 infantry recruits (aged 18-21 years), who were inducted into service in March 2022. These recruits were monitored for ankle sprains throughout their basicy and advanced infantry training by a physiotherapist. Preinduction smoking habits, physical fitness preparation and recurrent ankle sprains were recorded. Anthropometric measures, lower-extremity functional movement, Achilles tendon structure, perceived ankle instability, and mechanical ankle instability were assessed at the onset of both training periods. Ankle sprains were diagnosed in 109 trainees (29.9%) during both the basic and the advanced training periods. Preinduction recurrent ankle sprains were reported by 28.2% of the participants. The relative risk of a recruit with preinduction ankle sprains suffering a subsequent sprain during training was 1.66 (p=0.001). Logistic regression analysis indicated that reduced proprioception ability (OR=0.002), higher body mass index (OR=1.08), preinduction recurrent sprains (OR=1.95) and lack of physical fitness preparation (OR=3.12) were related to ankle sprains throughout the complete basic-and-advanced training period. Preinduction recurrent ankle sprains (OR=3.37) and reduced Achilles tendon quality (OR=1.30) were associated with ankle sprains during the advanced training period. Lower-extremity functional movement, body mass index, preinduction recurrent sprains, physical preparation and reduced Achilles tendon quality were associated with the risk of ankle sprains during training. These findings could contribute to developing prevention and intervention programmes for reducing ankle sprains in military trainees.","Nili Steinberg, Michal Shenhar, Gali Dar, Gordon Waddington, Jeremy Witchalls, Omer Paulman, Chuck Milgrom, Aharon Finestone","Injury prevention : journal of the International Society for Child and Adolescent Injury Prevention","2024Sep27",NA
"39332852","Deep learning assessment of senescence-associated nuclear morphologies in mammary tissue from healthy female donors to predict future risk of breast cancer: a retrospective cohort study.","Cellular senescence has been associated with cancer as either a barrier mechanism restricting autonomous cell proliferation or a tumour-promoting microenvironmental mechanism that secretes proinflammatory paracrine factors. With most work done in non-human models and the heterogeneous nature of senescence, the precise role of senescent cells in the development of cancer in humans is not well understood. Furthermore, more than 1 million non-malignant breast biopsies are taken every year that could be a major resource for risk stratification. We aimed to explore the clinical relevance for breast cancer development of markers of senescence in mammary tissue from healthy female donors. In this retrospective cohort study, we applied single-cell deep learning senescence predictors, based on nuclear morphology, to histological images of haematoxylin and eosin-stained breast biopsy samples from healthy female donors at the Komen Tissue Bank (KTB) at the Indiana University Simon Cancer Center (Indianapolis, IN, USA). All KTB participants (aged ≥18 years) who underwent core biopsies for research purposes between 2009 and 2019 were eligible for the study. Senescence was predicted in the epithelial (terminal duct lobular units [TDLUs] and non-TDLU epithelium), stromal, and adipose tissue compartments using validated models, previously trained on cells induced to senescence by ionising radiation (IR), replicative exhaustion (or replicative senescence; RS), or antimycin A, atazanavir-ritonavir, and doxorubicin (AAD) exposures. To benchmark our senescence-based cancer prediction results, we generated 5-year Gail scores-the current clinical gold standard for breast cancer risk prediction-for participants aged 35 years and older on the basis of characteristics at the time of tissue donation. The primary outcome was estimated odds of breast cancer via logistic modelling for each tissue compartment based on predicted senescence scores in cases (participants who had been diagnosed with breast cancer as of data cutoff, July 31, 2022) and controls (those who had not been diagnosed with breast cancer). 4382 female donors (median age at donation 45 years [IQR 34-57]) were eligible for the study. As of data cutoff (median follow-up of 10 years [7-11]), 86 (2·0%) had developed breast cancer a mean of 4·8 years (SD 2·84) after date of donation and 4296 (98·0%) had not received a breast cancer diagnosis. Among the 86 cases, we found significant differences in adipose-specific IR and AAD senescence prediction scores compared with controls. Risk analysis showed that individuals in the upper half (above the median) of scores for the adipose tissue IR model had higher odds of developing breast cancer (odds ratio [OR] 1·71 [95% CI 1·10-2·68]; p=0·019), whereas the adipose AAD model revealed a reduced odds of developing breast cancer (OR 0·57 [0·36-0·88]; p=0·013). For the other tissue compartments and the RS model, no significant associations were found (except for stromal tissue via the IR model, had higher odds of developing breast cancer [OR 1·59, 1·03-2·49]). Individuals with both of the adipose risk factors had an OR of 3·32 (1·68-7·03; p=0·0009). Participants with 5-year Gail scores above the median had an OR for development of cancer of 2·33 (1·46-3·82; p=0·0012) compared with those with scores below the median. When combining Gail scores with our adipose AAD risk model, we found that individuals with both of these predictors had an OR of 4·70 (2·29-10·90; p<0·0001). When combining the Gail score with our adipose IR model, we found that individuals with both predictors had an OR of 3·45 (1·77-7·24; p=0·0002). Assessment of senescence-associated nuclear morphologies with deep learning allows prediction of future cancer risk from normal breast biopsy samples. The combination of multiple models improved prediction of future breast cancer compared with the current clinical benchmark, the Gail model. Our results suggest an important role for microscope image-based deep learning models in predicting future cancer development. Such models could be incorporated into current breast cancer risk assessment and screening protocols. Novo Nordisk Foundation, Danish Cancer Society, and the US National Institutes of Health.","Indra Heckenbach, Mark Powell, Sophia Fuller, Jill Henry, Sam Rysdyk, Jenny Cui, Amanuel Abraha Teklu, Eric Verdin, Christopher Benz, Morten Scheibye-Knudsen","The Lancet. Digital health","2024Oct","Humans; Female; Breast Neoplasms; Retrospective Studies; Deep Learning; Middle Aged; Cellular Senescence; Adult; Breast; Risk Assessment; Aged"
"39332843","Associations between maternal body mass index and childhood infections in UK primary care: findings from the Born in Bradford birth cohort study.","To explore associations between maternal body mass index (BMI) in early pregnancy and childhood infections. Birth cohort study linked to primary care records. Bradford, UK. Live singleton births within the Born in Bradford cohort study between 2007 and 2011. Maternal BMI in early pregnancy. The total number of infections between birth and ~14 years of age with subgroup analysis by infection type and age. A total of 9037 mothers and 9540 children were included in the main analysis. 45% of women were of Pakistani ethnicity and 6417 women (56%) were overweight or obese. There was an overall trend for an increasing infection rate with increasing maternal BMI. In adjusted models, only those with obesity grade 2-3 had offspring with significantly higher rates of infection during the first year of life (RR 1.12 (95% CI 1.05 to 1.20)) compared with women of healthy weight. However, by age 5 to <15 years, children born to overweight women (RR 1.09 (95% CI 1.02 to 1.16)), obese grade 1 women (RR 1.18 (95% CI 1.09 to 1.28)) or obese grade 2 women (RR 1.31 (95% CI 1.16 to 1.48)) all had significantly higher rates of infection compared with those born to healthy weight mothers. Respiratory tract and skin/soft tissue infections made up the majority of excess infections. Maternal BMI was positively associated with rates of offspring infection in this study cohort, and suggests that we should be supporting women to achieve a healthy weight for pregnancy. Future research should investigate whether this is replicated in other populations, whether there is a causal association and the potential mechanisms and areas for intervention.","Victoria Coathup, Helen Frances Ashdown, Claire Carson, Gillian Santorelli, Maria A Quigley","Archives of disease in childhood","2024Sep27",NA
